ID_REF	pre_symp_4_VALUE
212870_at	148.7
212869_x_at	3591.8
212868_x_at	16.2
212867_at	199.5
212866_at	29.3
212865_s_at	36.2
212864_at	217.4
212863_x_at	499.7
212862_at	185.8
212861_at	66.4
212860_at	389.7
212859_x_at	412.6
212858_at	22.3
212857_x_at	104.8
212856_at	86.2
212855_at	1.9
212854_x_at	627.5
212853_at	67
212852_s_at	395.8
212851_at	35.8
212850_s_at	75.6
212849_at	51.2
212848_s_at	67.4
212847_at	58
212846_at	123.1
212845_at	111
212844_at	12.5
212843_at	48.5
212842_x_at	82.4
212841_s_at	3.6
212840_at	61
212839_s_at	53.4
212838_at	40.9
212837_at	83.1
212836_at	190.9
212835_at	38.9
212834_at	27.1
212833_at	87.2
212832_s_at	112.7
212831_at	39.4
212830_at	497.4
212829_at	855.3
212828_at	4.2
212827_at	394.1
212826_s_at	806.9
212825_at	21.7
212824_at	9.4
212823_s_at	200.5
212822_at	26.4
212821_at	8.9
212820_at	120.4
212819_at	16.1
212818_s_at	107.1
212817_at	19.2
212816_s_at	20.5
212815_at	13.3
212814_at	124.3
212813_at	180
212812_at	177.6
212811_x_at	197.7
212810_s_at	85.8
212809_at	73.5
212808_at	72.2
212807_s_at	114.2
212806_at	46.1
212805_at	51.9
212804_s_at	66.6
212803_at	38.1
212802_s_at	167.5
212801_at	178.7
212800_at	58.5
212799_at	135
212798_s_at	68.9
212797_at	10
212796_s_at	321.8
212795_at	79.1
212794_s_at	216.3
212793_at	65.3
212792_at	14.3
212791_at	127.5
212790_x_at	4535.7
212789_at	60.9
212788_x_at	9155.7
212787_at	161.9
212786_at	86.1
212785_s_at	44.2
212784_at	308.6
212783_at	13.7
212782_x_at	242.2
212781_at	56.3
212780_at	82.7
212779_at	65.2
212778_at	118.7
212777_at	147.6
212776_s_at	2.1
212775_at	3.4
212774_at	383.2
212773_s_at	101.7
212772_s_at	78.5
212771_at	88.4
212770_at	262.3
212769_at	136.5
212768_s_at	18.1
212767_at	20.4
212766_s_at	22.9
212765_at	50.8
212764_at	47.6
212763_at	36.6
212762_s_at	61.6
212761_at	192.4
212760_at	292.9
212759_s_at	10.6
212758_s_at	17.9
212757_s_at	225.4
212756_s_at	219
212755_at	4.5
212754_s_at	123
212753_at	111.9
212752_at	107.6
212751_at	95.7
212750_at	25.3
212749_s_at	68.3
212748_at	96.2
212747_at	91.6
212746_s_at	6.9
212745_s_at	18.2
212744_at	34
212743_at	5
212742_at	143.8
212741_at	23.2
212740_at	68.2
212739_s_at	108.1
212738_at	33.9
212737_at	305.2
212736_at	7.4
212735_at	139.3
212734_x_at	5172.7
212733_at	366.2
212732_at	16.9
212731_at	15.4
212730_at	107
212729_at	107.7
212728_at	22.6
212727_at	118.1
212726_at	84.1
212725_s_at	313.2
212724_at	79.8
212723_at	99.7
212722_s_at	9.3
212721_at	8.9
212720_at	92
212719_at	28.1
212718_at	566.6
212717_at	208.8
212716_s_at	448.1
212715_s_at	8
212714_at	136.4
212713_at	10.8
212712_at	52.2
212711_at	61.4
212710_at	61.7
212709_at	58.8
212708_at	455.5
212707_s_at	61
212706_at	130.9
212705_x_at	22.2
212704_at	91.8
212703_at	95.9
212702_s_at	82.4
212701_at	13.3
212700_x_at	195
212699_at	260.7
212698_s_at	35.3
212697_at	471
212696_s_at	48.6
212695_at	25.3
212694_s_at	47.4
212693_at	43.4
212692_s_at	149.1
212691_at	58.4
212690_at	66.1
212689_s_at	147.1
212688_at	115.4
212687_at	305.5
212686_at	8.9
212685_s_at	107.8
212684_at	37
212683_at	255.3
212682_s_at	193.4
212681_at	2.5
212680_x_at	46.6
212679_at	86.8
212678_at	39
212677_s_at	158
212676_at	36
212675_s_at	30.6
212674_s_at	122.9
212673_at	179.3
212672_at	95.7
212671_s_at	220
212670_at	8.4
212669_at	154.5
212668_at	12.4
212667_at	73.2
212666_at	51.3
212665_at	128.8
212664_at	58.7
212663_at	344.7
212662_at	13.4
212661_x_at	2021.4
212660_at	446.9
212659_s_at	198.7
212658_at	172.6
212657_s_at	1945.8
212656_at	123.4
212655_at	12.3
212654_at	3.2
212653_s_at	6.3
212652_s_at	72.6
212651_at	10.1
212650_at	2
212649_at	66.2
212648_at	58.4
212647_at	60.1
212646_at	359
212645_x_at	74.9
212644_s_at	15.2
212643_at	362.4
212642_s_at	252
212641_at	111.4
212640_at	142.8
212639_x_at	2791.4
212638_s_at	117.2
212637_s_at	22.6
212636_at	49.9
212635_at	100.8
212634_at	80.1
212633_at	28.5
212632_at	54.7
212631_at	54.3
212630_at	13.1
212629_s_at	156.1
212628_at	80.5
212627_s_at	22.2
212626_x_at	217.5
212625_at	217.9
212624_s_at	9.2
212623_at	45.7
212622_at	208
212621_at	2.6
212620_at	18.1
212619_at	6.1
212618_at	21.6
212617_at	44.6
212616_at	114.2
212615_at	75.3
212614_at	132.3
212613_at	121.1
212612_at	127.9
212611_at	87.5
212610_at	55.7
212609_s_at	9.3
212608_s_at	303.2
212607_at	106.3
212606_at	62.9
212605_s_at	140
212604_at	44.5
212603_at	118.4
212602_at	47.8
212601_at	129.7
212600_s_at	315.5
212599_at	114.9
212598_at	46.7
212597_s_at	53.1
212596_s_at	171.5
212595_s_at	651.4
212594_at	66.4
212593_s_at	297.3
212592_at	207.3
212591_at	77.9
212590_at	44.8
212589_at	49.2
212588_at	952.4
212587_s_at	1207.3
212586_at	350.2
212585_at	124
212584_at	108.4
212583_at	51.3
212582_at	353
212581_x_at	3289.5
212580_at	62.7
212579_at	405.5
212578_x_at	144.8
212577_at	238
212576_at	164.3
212575_at	40.8
212574_x_at	58.1
212573_at	193
212572_at	113.9
212571_at	78.5
212570_at	50.4
212569_at	139.6
212568_s_at	37
212567_s_at	94.3
212566_at	98.7
212565_at	7.7
212564_at	133.1
212563_at	4
212562_s_at	28.9
212561_at	512.4
212560_at	1548.4
212559_at	43.8
212558_at	89
212557_at	64.5
212556_at	94.2
212555_at	17.3
212554_at	3.8
212553_at	77.9
212552_at	321.2
212551_at	53
212550_at	209.6
212549_at	623.9
212548_s_at	266.2
212547_at	146.4
212546_s_at	121.6
212545_s_at	70.4
212544_at	107.4
212543_at	499
212542_s_at	155.2
212541_at	63.8
212540_at	262.6
212539_at	212.5
212538_at	8
212537_x_at	139.1
212536_at	72.2
212535_at	258
212534_at	153.9
212533_at	12.3
212532_s_at	131.9
212531_at	286.3
212530_at	119.2
212529_at	11.6
212528_at	70.8
212527_at	110.7
212526_at	54.1
212525_s_at	82.8
212524_x_at	36.6
212523_s_at	15.9
212522_at	14.2
212521_s_at	116.7
212520_s_at	8.5
212519_at	141.2
212518_at	162.7
212517_at	54.4
212516_at	140.8
212515_s_at	156.1
212514_x_at	81.6
212513_s_at	114.8
212512_s_at	187.7
212511_at	58.9
212510_at	18.8
212509_s_at	184.1
212508_at	99
212507_at	232
212506_at	551.8
212505_s_at	235.1
212504_at	43.5
212503_s_at	26.6
212502_at	79.7
212501_at	1519.4
212500_at	174
212499_s_at	119.9
212498_at	88.8
212497_at	80
212496_s_at	38.1
212495_at	46.9
212494_at	71.8
212493_s_at	102.9
212492_s_at	204.9
212491_s_at	138.7
212490_at	99.5
212489_at	1.6
212488_at	11.1
212487_at	212
212486_s_at	74.5
212485_at	164.1
212484_at	32
212483_at	60.7
212482_at	89.8
212481_s_at	79.6
212480_at	16.1
212479_s_at	128
212478_at	8.7
212477_at	37.9
212476_at	120.6
212475_at	54.5
212474_at	76.5
212473_s_at	600.4
212472_at	260.7
212471_at	53.6
212470_at	117.2
212469_at	42.1
212468_at	64.9
212467_at	27.9
212466_at	6.8
212465_at	131.5
212464_s_at	31.7
212463_at	99.3
212462_at	32
212461_at	107.9
212460_at	63.9
212459_x_at	62.1
212458_at	15.6
212457_at	180.7
212456_at	93.8
212455_at	360.4
212454_x_at	301.4
212453_at	85.7
212452_x_at	142.6
212451_at	50.3
212450_at	40.5
212449_s_at	105.6
212448_at	17.7
212447_at	160.5
212446_s_at	74.1
212445_s_at	99
212444_at	10.6
212443_at	74
212442_s_at	95.5
212441_at	276.7
212440_at	89.5
212439_at	51.4
212438_at	76.1
212437_at	39.1
212436_at	64.3
212435_at	94.2
212434_at	46.8
212433_x_at	6514.8
212432_at	153.7
212431_at	108.5
212430_at	573.1
212429_s_at	256.6
212428_at	78.7
212427_at	42.3
212426_s_at	192.2
212425_at	94.1
212424_at	61.3
212423_at	7
212422_at	115.1
212421_at	191.7
212420_at	234.2
212419_at	99.6
212418_at	405.8
212417_at	2
212416_at	88.6
212415_at	210.7
212414_s_at	467.3
212413_at	131.2
212412_at	165.3
212411_at	150.2
212410_at	30.9
212409_s_at	97.9
212408_at	272.4
212407_at	73.3
212406_s_at	49.2
212405_s_at	35.7
212404_s_at	37.6
212403_at	216.7
212402_at	59.2
212401_s_at	165
212400_at	290.7
212399_s_at	224.3
212398_at	50.9
212397_at	50.3
212396_s_at	5.9
212395_s_at	124.5
212394_at	29.7
212393_at	4.6
212392_s_at	46.1
212391_x_at	776.3
212390_at	68.9
212389_at	8
212388_at	26.5
212387_at	13.9
212386_at	97
212385_at	27
212384_at	4.3
212383_at	449.2
212382_at	62.5
212381_at	57.7
212380_at	165.2
212379_at	32
212378_at	175.7
212377_s_at	521.2
212376_s_at	116
212375_at	14.5
212374_at	24.3
212373_at	81.2
212372_at	109.2
212371_at	98
212370_x_at	330.2
212369_at	233.6
212368_at	76.2
212367_at	55.8
212366_at	39.3
212365_at	140.6
212364_at	6
212363_x_at	2355.3
212362_at	13.1
212361_s_at	27.6
212360_at	298.7
212359_s_at	126.9
212358_at	21.1
212357_at	96.8
212356_at	196.8
212355_at	240
212354_at	95.5
212353_at	4.8
212352_s_at	220.7
212351_at	52.9
212350_at	190.3
212349_at	48.2
212348_s_at	61.7
212347_x_at	38.8
212346_s_at	7.6
212345_s_at	163.7
212344_at	67.2
212343_at	12.6
212342_at	10.9
212341_at	122.4
212340_at	77.8
212339_at	9.3
212338_at	7.2
212337_at	206.7
212336_at	8
212335_at	207.5
212334_at	366
212333_at	10.5
212332_at	53.7
212331_at	188.3
212330_at	94
212329_at	183.1
212328_at	3.3
212327_at	4.5
212326_at	118.2
212325_at	64.2
212324_s_at	70.6
212323_s_at	142.9
212322_at	157.1
212321_at	87.9
212320_at	458.8
212319_at	135
212318_at	370.9
212317_at	121.9
212316_at	149.8
212315_s_at	26.7
212314_at	117.3
212313_at	230.8
212312_at	167.6
212311_at	81.5
212310_at	33.4
212309_at	30.7
212308_at	35.8
212307_s_at	150
212306_at	31.6
212305_s_at	188
212303_x_at	127.2
212302_at	24.4
212301_at	143
212300_at	45.1
212299_at	207.7
212298_at	28.9
212297_at	37.7
212296_at	92.2
212295_s_at	169.8
212294_at	91.2
212293_at	229.2
212292_at	23.8
212291_at	5.7
212290_at	137.1
212289_at	14.1
212288_at	698.1
212287_at	162.7
212286_at	4.9
212285_s_at	107.6
212284_x_at	3690.3
212283_at	35.2
212282_at	26.7
212281_s_at	7.6
212280_x_at	96.6
212279_at	57.2
212278_x_at	5
212277_at	157.3
212276_at	102.1
212275_s_at	18.1
212274_at	125.2
212273_x_at	4486.3
212272_at	30.6
212271_at	151.8
212270_x_at	186.1
212269_s_at	20.3
212268_at	324.5
212267_at	91.7
212266_s_at	511.6
212265_at	110.7
212264_s_at	109.2
212263_at	524.7
212262_at	58
212261_at	139.4
212260_at	11.3
212259_s_at	33.2
212258_s_at	9.3
212257_s_at	87.2
212256_at	101.4
212255_s_at	85
212254_s_at	12.1
212253_x_at	11
212252_at	244.1
212251_at	340.8
212250_at	88.5
212249_at	13.3
212248_at	167.1
212247_at	83.1
212246_at	39.4
212245_at	47
212244_at	65.8
212243_at	130.5
212242_at	631.2
212241_at	86.7
212240_s_at	46.1
212239_at	195.6
212238_at	169.3
212237_at	155.8
212236_x_at	113.4
212235_at	12.5
212234_at	39.2
212233_at	63.3
212232_at	189.7
212231_at	55.3
212230_at	69.2
212229_s_at	110.7
212228_s_at	197.4
212227_x_at	853.6
212226_s_at	55
212225_at	14.8
212224_at	92
212223_at	218.8
212222_at	90.6
212221_x_at	508.6
212220_at	39.7
212219_at	76
212218_s_at	184.5
212217_at	70.2
212216_at	3.2
212215_at	72.3
212214_at	60.8
212213_x_at	87.2
212212_s_at	169.1
212211_at	77.2
212210_at	14.8
212209_at	82.3
212208_at	311.7
212207_at	138.1
212206_s_at	14.4
212205_at	148.3
212204_at	308.8
212203_x_at	9507.4
212202_s_at	240
212201_at	34.7
212200_at	60.3
212199_at	109.6
212198_s_at	43.2
212197_x_at	83.9
212196_at	91.7
212195_at	160.8
212194_s_at	69.2
212193_s_at	138.6
212192_at	205.5
212191_x_at	3105.7
212190_at	125.6
212189_s_at	223.9
212188_at	91.2
212187_x_at	167.6
212186_at	25.4
212185_x_at	1944.4
212184_s_at	131.6
212183_at	23.6
212182_at	2.3
212181_s_at	154.4
212180_at	216.6
212179_at	139.1
212178_s_at	120.2
212177_at	186.6
212176_at	93.2
212175_s_at	139.1
212174_at	138.1
212173_at	17.5
212172_at	14.9
212171_x_at	145.7
212170_at	22.2
212169_at	49.2
212168_at	124.5
212167_s_at	109.7
212166_at	156.5
212165_at	127.8
212164_at	47.7
212163_at	68.2
212162_at	126.2
212161_at	43.2
212160_at	47
212159_x_at	249.6
212158_at	6.5
212157_at	132.2
212156_at	82.8
212155_at	224.9
212154_at	31
212153_at	287.6
212152_x_at	487.7
212151_at	217.8
212150_at	56.9
212149_at	150.9
212148_at	63.8
212147_at	21.1
212146_at	13.3
212145_at	153
212144_at	415.3
212143_s_at	49.8
212142_at	28.8
212141_at	12.4
212140_at	132.5
212139_at	162
212138_at	55.2
212137_at	375.5
212136_at	209.7
212135_s_at	172.5
212134_at	16.7
212133_at	148.4
212132_at	114.2
212131_at	144.5
212130_x_at	994.7
212129_at	317.3
212128_s_at	123.6
212127_at	46.9
212126_at	49.8
212125_at	80.5
212124_at	185.3
212123_at	146
212122_at	21.1
212121_at	51.9
212120_at	141.7
212119_at	242.6
212118_at	170.6
212117_at	140.6
212116_at	245.6
212115_at	9.2
212114_at	188.6
212113_at	15.8
212112_s_at	196.1
212111_at	84.1
212110_at	15.2
212109_at	77.2
212108_at	94.7
212107_s_at	39.9
212106_at	53.9
212105_s_at	32.2
212104_s_at	8.4
212103_at	20
212102_s_at	57.3
212101_at	371.2
212100_s_at	307.1
212099_at	240.7
212098_at	184.5
212097_at	5.8
212096_s_at	64.5
212095_s_at	20.3
212094_at	6.5
212093_s_at	66
212092_at	40.9
212091_s_at	7.5
212090_at	97.1
212089_at	27.8
212088_at	17.2
212087_s_at	141.9
212086_x_at	105
212085_at	491.8
212084_at	104
212083_at	226.5
212082_s_at	755.5
212081_x_at	42
212080_at	47.3
212079_s_at	4.9
212078_s_at	57.1
212077_at	76.7
212076_at	74.4
212075_s_at	78.1
212074_at	57.7
212073_at	44.5
212072_s_at	84.1
212071_s_at	263
212070_at	267.7
212069_s_at	17
212068_s_at	44.4
212067_s_at	18.6
212066_s_at	250
212065_s_at	14.4
212064_x_at	299.6
212063_at	1165.6
212062_at	17.3
212061_at	7.4
212060_at	23.7
212059_s_at	85.3
212058_at	76.6
212057_at	74.2
212056_at	101.8
212055_at	118.7
212054_x_at	194.7
212053_at	271.9
212052_s_at	293.5
212051_at	235.6
212050_at	223.4
212049_at	479
212048_s_at	155.4
212047_s_at	117.1
212046_x_at	25.8
212045_at	164.8
212044_s_at	254.4
212043_at	1045.4
212042_x_at	328.5
212041_at	1208.7
212040_at	249.2
212039_x_at	2428.2
212038_s_at	140.6
212037_at	64.6
212036_s_at	70.2
212035_s_at	30.2
212034_s_at	165.9
212033_at	115.1
212032_s_at	16.1
212031_at	103.1
212030_at	93.3
212029_s_at	12.4
212028_at	133.7
212027_at	65.9
212026_s_at	32.7
212025_s_at	145.9
212024_x_at	187.3
212023_s_at	136.1
212022_s_at	26.3
212021_s_at	171
212020_s_at	129.2
212019_at	36.5
212018_s_at	169.9
212017_at	180.6
212016_s_at	66.4
212015_x_at	265.2
212014_x_at	174.5
212013_at	3.6
212012_at	147.4
212010_s_at	241.3
212009_s_at	5.5
212008_at	82.1
212007_at	117.6
212006_at	38.7
212005_at	42.2
212004_at	166.2
212003_at	11.2
212002_at	178.8
212001_at	203.4
212000_at	11.2
211999_at	1352.6
211998_at	156.8
211997_x_at	3045
211996_s_at	742.3
211995_x_at	5297.8
211994_at	388.9
211993_at	29.3
211992_at	197
211991_s_at	330.3
211990_at	446.8
211989_at	117.6
211988_at	62.3
211987_at	181.8
211986_at	512.4
211985_s_at	146.9
211984_at	372.8
211983_x_at	7057.1
211982_x_at	1032.5
211981_at	5.5
211980_at	61.6
211979_at	29.6
211978_x_at	1827.9
211977_at	161.6
211976_at	242.3
211975_at	281.7
211974_x_at	785.2
211973_at	57.7
211972_x_at	1878.7
211971_s_at	110.2
211970_x_at	6063.7
211969_at	338.1
211968_s_at	109
211967_at	511.9
211966_at	81.9
211965_at	223.9
211964_at	14.3
211963_s_at	932.6
211962_s_at	301.5
211961_s_at	471.1
211960_s_at	118.3
211959_at	6.6
211958_at	43.8
211956_s_at	4769.5
211955_at	35.8
211954_s_at	82
211953_s_at	30.6
211952_at	28.9
211951_at	139.8
211950_at	211.6
211949_s_at	48.3
211948_x_at	563.4
211947_s_at	33.2
211946_s_at	470.7
211945_s_at	203.3
211944_at	98.2
211943_x_at	1874.8
211942_x_at	1355.2
211941_s_at	201.3
211940_x_at	18642.7
211939_x_at	859.4
211938_at	360.7
211937_at	303
211936_at	299.4
211935_at	200
211934_x_at	168.4
211933_s_at	580.6
211932_at	89.3
211931_s_at	268.6
211930_at	112.1
211929_at	120.3
211928_at	146
211927_x_at	2278.7
211926_s_at	437.4
211925_s_at	21.5
211924_s_at	123.6
211923_s_at	9.3
211922_s_at	113.3
211921_x_at	664.4
211920_at	7.3
211919_s_at	1129.2
211918_x_at	321.9
211917_s_at	40.6
211916_s_at	98.1
211915_s_at	3.6
211914_x_at	30.3
211913_s_at	87.4
211912_at	25.1
211911_x_at	7411.5
211910_at	16.7
211909_x_at	14.3
211908_x_at	12.9
211907_s_at	5
211906_s_at	27.1
211905_s_at	65.6
211904_x_at	56.5
211903_s_at	32.6
211902_x_at	877.9
211901_s_at	7.1
211900_x_at	19.6
211899_s_at	18.6
211898_s_at	7.1
211897_s_at	29.2
211896_s_at	8.9
211894_x_at	19.5
211893_x_at	12.7
211892_s_at	98.6
211891_s_at	8.1
211890_x_at	11.7
211889_x_at	124.6
211888_x_at	135.6
211887_x_at	7
211886_s_at	22.5
211885_x_at	5.2
211884_s_at	58.9
211883_x_at	213.9
211882_x_at	5.5
211881_x_at	20.9
211880_x_at	100.9
211879_x_at	18.1
211878_at	8.7
211877_s_at	13.7
211876_x_at	3.8
211875_x_at	7
211874_s_at	57
211873_s_at	13.1
211872_s_at	122.6
211871_x_at	27.5
211870_s_at	20.4
211869_at	7.1
211868_x_at	95
211867_s_at	52.8
211866_x_at	182.7
211865_s_at	61.9
211864_s_at	5.1
211863_x_at	214.7
211862_x_at	266.1
211861_x_at	14.6
211858_x_at	2062.6
211856_x_at	28.5
211855_s_at	89.2
211852_s_at	23.7
211851_x_at	23.5
211849_s_at	16.6
211848_s_at	4.8
211846_s_at	21.4
211845_at	5.7
211844_s_at	4.3
211843_x_at	16.9
211842_s_at	52.4
211841_s_at	14.8
211840_s_at	9.2
211839_s_at	8
211838_x_at	23.7
211837_s_at	98.2
211836_s_at	17.1
211835_at	9.9
211834_s_at	85.3
211833_s_at	42.7
211832_s_at	9.9
211831_s_at	9
211830_s_at	13.7
211829_s_at	33.2
211828_s_at	108.9
211827_s_at	3.8
211826_s_at	47.2
211825_s_at	61.6
211824_x_at	146.2
211823_s_at	14.6
211822_s_at	194.5
211821_x_at	16
211820_x_at	58.5
211819_s_at	59.2
211818_s_at	79.1
211817_s_at	101.7
211816_x_at	64.7
211815_s_at	165.9
211814_s_at	55.2
211813_x_at	95.2
211812_s_at	47.3
211811_s_at	15.2
211810_s_at	46.7
211809_x_at	89.4
211808_s_at	13.1
211807_x_at	109.4
211806_s_at	339
211805_s_at	20.5
211804_s_at	3.9
211803_at	10.1
211802_x_at	19.8
211801_x_at	7.9
211800_s_at	376.8
211799_x_at	2962.7
211798_x_at	17.3
211797_s_at	32.8
211796_s_at	734.3
211795_s_at	1479.2
211794_at	297
211793_s_at	11.3
211792_s_at	40.1
211791_s_at	10.7
211790_s_at	5.8
211789_s_at	5.1
211788_s_at	3.3
211787_s_at	1630.4
211786_at	14.7
211784_s_at	186.5
211783_s_at	81.4
211782_at	46.7
211781_x_at	32.8
211780_x_at	113.4
211779_x_at	209.4
211778_s_at	76.2
211776_s_at	80.6
211775_x_at	9.3
211774_s_at	46.9
211773_s_at	60.6
211772_x_at	9.2
211771_s_at	59.7
211769_x_at	214.6
211768_at	122.7
211767_at	12.1
211766_s_at	15.8
211765_x_at	1720.2
211764_s_at	129.9
211763_s_at	249.4
211762_s_at	110.7
211761_s_at	143.4
211760_s_at	25
211759_x_at	83.8
211758_x_at	82.5
211756_at	9.7
211755_s_at	381.5
211754_s_at	41.6
211753_s_at	72
211752_s_at	214.9
211751_at	6.7
211750_x_at	1910.4
211749_s_at	349.5
211748_x_at	210.7
211747_s_at	51.6
211746_x_at	451.9
211745_x_at	66212.3
211744_s_at	86.5
211743_s_at	17.3
211742_s_at	1395.6
211741_x_at	46.4
211740_at	96.5
211739_x_at	4
211738_x_at	126.1
211737_x_at	57.2
211736_at	9.4
211735_x_at	15.5
211734_s_at	69.3
211733_x_at	173.8
211732_x_at	4.1
211731_x_at	57.2
211730_s_at	152.9
211729_x_at	429.1
211728_s_at	112.8
211727_s_at	53.8
211726_s_at	95.9
211725_s_at	255.7
211724_x_at	129
211722_s_at	35.8
211721_s_at	1.8
211720_x_at	2504.7
211719_x_at	5.4
211718_at	5.1
211717_at	8.1
211716_x_at	299.2
211715_s_at	54.3
211714_x_at	267.1
211713_x_at	154.4
211712_s_at	67.8
211711_s_at	65.3
211710_x_at	1611.9
211709_s_at	21.4
211708_s_at	23.9
211707_s_at	100
211706_s_at	6.8
211705_s_at	4.6
211704_s_at	2.3
211703_s_at	31
211702_s_at	140.3
211701_s_at	48.4
211700_s_at	77.4
211699_x_at	59673.7
211698_at	54.4
211697_x_at	177.3
211696_x_at	55266.4
211695_x_at	55
211694_at	5.7
211693_at	126.2
211692_s_at	223.3
211691_x_at	177.5
211690_at	1.3
211689_s_at	29.3
211688_x_at	65.5
211687_x_at	73.6
211686_s_at	238.3
211685_s_at	65
211684_s_at	170.6
211682_x_at	65.4
211681_s_at	89.2
211680_at	8.5
211679_x_at	78.3
211678_s_at	178.6
211677_x_at	19.7
211676_s_at	153.3
211675_s_at	86.4
211674_x_at	13.1
211673_s_at	23.3
211672_s_at	152.9
211671_s_at	608.1
211670_x_at	9.6
211668_s_at	45.2
211667_x_at	14
211666_x_at	800.7
211665_s_at	74.7
211663_x_at	95.7
211662_s_at	562.1
211661_x_at	783.5
211660_at	72.8
211659_at	6.4
211658_at	16.4
211657_at	176.5
211656_x_at	345.7
211655_at	42.2
211654_x_at	233.2
211653_x_at	100
211652_s_at	136.4
211651_s_at	18.2
211650_x_at	11.1
211649_x_at	34
211648_at	2.9
211647_x_at	58.5
211646_at	36.4
211645_x_at	95
211644_x_at	103.7
211643_x_at	108.8
211642_at	3.6
211641_x_at	89.4
211640_x_at	52.4
211639_x_at	7
211638_at	12.9
211637_x_at	15
211636_at	6.1
211635_x_at	13.6
211634_x_at	78.2
211633_x_at	52.9
211632_at	8
211631_x_at	44.1
211630_s_at	246.2
211628_x_at	7486.4
211627_x_at	4.9
211626_x_at	15.8
211625_s_at	23.9
211624_s_at	50.1
211623_s_at	320.4
211622_s_at	25.3
211621_at	50.1
211620_x_at	63.8
211619_s_at	3.8
211618_s_at	2.2
211617_at	9.7
211616_s_at	5.9
211615_s_at	77.5
211614_at	12.6
211613_s_at	31
211612_s_at	202.6
211611_s_at	32.6
211610_at	35.7
211609_x_at	512.7
211608_at	4.9
211607_x_at	19.5
211606_at	36.5
211605_s_at	143.6
211604_x_at	5.5
211603_s_at	18.2
211602_s_at	9.2
211601_at	11.3
211600_at	562.3
211599_x_at	137.4
211598_x_at	120.4
211597_s_at	156.6
211596_s_at	5.4
211595_s_at	103.9
211594_s_at	89.8
211593_s_at	77.9
211592_s_at	9.7
211591_s_at	70.6
211590_x_at	223.6
211589_at	32.7
211588_s_at	6.5
211587_x_at	47.1
211586_s_at	8
211585_at	62
211584_s_at	205.6
211583_x_at	43.9
211582_x_at	1007.3
211581_x_at	464.2
211580_s_at	69.8
211579_at	10.3
211578_s_at	11.1
211577_s_at	14.6
211576_s_at	240.1
211575_s_at	34.6
211574_s_at	108.2
211573_x_at	61.5
211572_s_at	44.1
211571_s_at	375.3
211570_s_at	15.5
211569_s_at	68.8
211568_at	26.7
211567_at	36
211566_x_at	90
211565_at	11.3
211564_s_at	3
211563_s_at	45
211562_s_at	17.8
211561_x_at	236.9
211560_s_at	1389.5
211559_s_at	12.9
211558_s_at	52.7
211557_x_at	24
211556_at	6.4
211555_s_at	16.7
211554_s_at	38.6
211553_x_at	38.9
211552_s_at	172.7
211551_at	122.9
211550_at	23.1
211549_s_at	12.1
211548_s_at	8.7
211547_s_at	33.1
211546_x_at	261.1
211545_at	40.6
211544_s_at	41
211543_s_at	71.6
211542_x_at	1098.9
211541_s_at	77.6
211540_s_at	51.1
211538_s_at	57.3
211537_x_at	67.2
211536_x_at	94.8
211535_s_at	18.6
211534_x_at	67.4
211533_at	7.2
211532_x_at	11.8
211531_x_at	121.8
211530_x_at	798.3
211529_x_at	3222.2
211528_x_at	4350.3
211527_x_at	6.8
211526_s_at	2.9
211525_s_at	21.3
211524_at	25.5
211523_at	39.1
211522_s_at	11.6
211521_s_at	113.3
211520_s_at	13.3
211519_s_at	121.3
211518_s_at	7
211517_s_at	5.5
211516_at	47.5
211515_s_at	89.6
211514_at	15.3
211513_s_at	6.4
211512_s_at	153
211510_s_at	5.9
211509_s_at	642.9
211508_s_at	1.5
211507_s_at	12.3
211506_s_at	4
211505_s_at	20.8
211504_x_at	88.8
211503_s_at	165.7
211502_s_at	56
211501_s_at	37.8
211500_at	10.8
211499_s_at	107
211498_s_at	29.9
211497_x_at	72.7
211496_s_at	40.8
211495_x_at	151.5
211494_s_at	29.4
211493_x_at	41.2
211492_s_at	62.2
211491_at	13.9
211490_at	19.7
211489_at	38.1
211488_s_at	5.4
211487_x_at	316.9
211486_s_at	8
211485_s_at	70
211484_s_at	19.9
211483_x_at	9.8
211481_at	79
211480_s_at	35
211479_s_at	51.2
211478_s_at	12.4
211476_at	6.7
211475_s_at	800.4
211474_s_at	280.9
211473_s_at	88.4
211472_at	105.2
211471_s_at	72.5
211470_s_at	4.4
211469_s_at	9.6
211468_s_at	15.4
211467_s_at	27.4
211466_at	15.8
211465_x_at	200.4
211464_x_at	126.3
211463_at	10.3
211462_s_at	5.4
211461_at	5.6
211460_at	82.2
211459_at	28.5
211458_s_at	67.6
211457_at	88
211456_x_at	872.9
211455_at	52.7
211454_x_at	650.8
211453_s_at	13.3
211452_x_at	2022.4
211451_s_at	54
211450_s_at	37.1
211449_at	6.9
211448_s_at	5.2
211447_s_at	40.7
211446_at	63.1
211445_x_at	499.5
211444_at	74.1
211442_x_at	35.2
211441_x_at	47.1
211440_x_at	149.2
211439_at	160.4
211438_at	33.5
211437_at	6.7
211436_at	1
211435_at	88.8
211434_s_at	24.2
211433_x_at	169.3
211432_s_at	54.4
211431_s_at	38.7
211430_s_at	350.3
211429_s_at	3739
211428_at	40.2
211427_s_at	4
211426_x_at	164
211425_x_at	79.8
211424_x_at	15
211423_s_at	87.9
211422_at	34.8
