ID_REF	symp_8_VALUE
221697_at	10.9
221696_s_at	45.3
221695_s_at	47.5
221693_s_at	173.9
221692_s_at	33
221691_x_at	121.2
221690_s_at	13.7
221689_s_at	110.2
221688_s_at	232.2
221687_s_at	32.7
221686_s_at	39.6
221685_s_at	4.8
221684_s_at	57.6
221683_s_at	2.5
221682_s_at	5.7
221681_s_at	2.5
221680_s_at	160.5
221679_s_at	31.1
221678_at	3.9
221677_s_at	12.5
221676_s_at	360.7
221675_s_at	481.3
221674_s_at	68.5
221673_s_at	27.5
221672_s_at	5.9
221671_x_at	1912.8
221670_s_at	17.2
221669_s_at	39.7
221668_s_at	6.7
221667_s_at	10
221666_s_at	216.7
221665_s_at	3.4
221664_s_at	30.9
221663_x_at	61.4
221662_s_at	6.3
221661_at	5.9
221660_at	209.1
221659_s_at	59.8
221658_s_at	52.9
221657_s_at	18.5
221656_s_at	113.3
221655_x_at	21.7
221654_s_at	1086.1
221653_x_at	183.5
221652_s_at	43.6
221651_x_at	2044
221650_s_at	13.3
221649_s_at	71.2
221648_s_at	40.3
221647_s_at	164.9
221646_s_at	8.6
221645_s_at	27.5
221644_s_at	13.4
221643_s_at	70.4
221642_at	60.9
221641_s_at	115.8
221640_s_at	10
221639_x_at	8.4
221638_s_at	5.7
221637_s_at	100.2
221636_s_at	6.7
221634_at	12.3
221633_at	130.6
221632_s_at	46
221631_at	113.5
221630_s_at	2.6
221629_x_at	155
221628_s_at	18.2
221627_at	147.2
221626_at	9.8
221625_at	1.1
221624_at	24.2
221623_at	2.2
221622_s_at	131.3
221621_at	57.5
221620_s_at	141.3
221619_s_at	576.7
221618_s_at	1
221617_at	60.4
221616_s_at	55.8
221615_at	34.6
221614_s_at	49.3
221613_s_at	366.7
221612_at	83.3
221611_s_at	31.6
221610_s_at	33.2
221609_s_at	8.3
221608_at	3.1
221607_x_at	8013.6
221606_s_at	4.9
221605_s_at	87.5
221604_s_at	6.1
221603_at	67.2
221602_s_at	77.1
221601_s_at	751.7
221600_s_at	114.7
221599_at	11.1
221598_s_at	12.4
221597_s_at	96.2
221596_s_at	31.2
221595_at	17.8
221594_at	7.3
221593_s_at	78.1
221592_at	8.1
221591_s_at	16
221590_s_at	29.1
221589_s_at	72.9
221588_x_at	65.9
221587_s_at	34.3
221586_s_at	19.7
221585_at	4.6
221584_s_at	6.9
221583_s_at	5.3
221582_at	142.6
221581_s_at	465.5
221580_s_at	206.1
221579_s_at	455
221578_at	10.6
221577_x_at	11.5
221576_at	3.8
221575_at	125.3
221573_at	14.5
221572_s_at	5.3
221571_at	92.4
221570_s_at	69.3
221569_at	68
221568_s_at	43.9
221567_at	12.9
221566_s_at	6.2
221565_s_at	175.1
221564_at	209
221563_at	83.3
221562_s_at	12.7
221561_at	82
221560_at	43.5
221559_s_at	61.8
221558_s_at	514.6
221557_s_at	16.7
221556_at	42.2
221555_x_at	4.9
221554_at	44
221553_at	42.6
221552_at	5.3
221551_x_at	102.7
221550_at	18.4
221549_at	69
221548_s_at	69.1
221547_at	100
221546_at	10.2
